identifier,distributionDate,lastUpdateTime,releaseTime,createTime,geoKeywords,keywords,title,authorName,authorAffiliation,description
ICPSR01011.v1,1996-01-03,2015-04-09T03:15:07Z,2015-04-09T03:15:07Z,2015-04-09T03:15:07Z,"Europe, ","golf, professional sports, ",Incentive Effects of Tournaments Revisited: Evidence from the European PGA Tour,"Ehrenberg, Ronald G.",Cornell University,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01012.v1,1996-01-03,2015-04-09T03:19:56Z,2015-04-09T03:19:56Z,2015-04-09T03:19:56Z,"United States, ","economics, markets, research models, ",Estimating a Market Equilibrium Search Model,University of Minnesota,University of Minnesota,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01013.v1,1996-01-03,2015-04-09T04:37:18Z,2015-04-09T04:37:18Z,2015-04-09T04:37:18Z,,"economic models, labor markets, ",Simulation Programs for Five Economic Models,"Bergmann, Barbara R.",The American University,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01014.v1,1996-01-03,2015-04-09T04:11:40Z,2015-04-09T04:11:40Z,2015-04-09T04:11:40Z,,"markets, ",Market Volatility,"Shiller, Robert J.",Yale University,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01015.v1,1996-01-03,2015-04-09T03:17:11Z,2015-04-09T03:17:11Z,2015-04-09T03:17:11Z,,"aircraft, air transportation, air travel, product safety, ",Airline Safety Performance Data,"Rose, Nancy L.",Massachusetts Institute of Technology,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01016.v1,1996-01-03,2015-04-09T04:29:32Z,2015-04-09T04:29:32Z,2015-04-09T04:29:32Z,"United States, ","electric utilities, innovation diffusion, public utilities, technology transfer, ","Diffusion of New Technologies in the Electric Utilities Industry, 1950-1980","Rose, Nancy L.",Massachusetts Institute of Technology,These data and/or computer programs are part of ICPSR's Publication-Related Archive and are distributed exactly as they arrived from the data depositor. ICPSR has not checked or processed this material. Users should consult the INVESTIGATOR(S) if further information is desired.
ICPSR01017.v1,1996-01-03,2015-04-09T03:23:48Z,2015-04-09T03:23:48Z,2015-04-09T03:23:48Z,"United States, ","aging, aging population, gerontology, older adults, ",An Aging Society,"Cutler, David M.",Massachusetts Institute of Technology,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01018.v1,1996-01-03,2015-04-09T04:28:27Z,2015-04-09T04:28:27Z,2015-04-09T04:28:27Z,"United States, West Virginia, ","coal, labor unions, mining industry, productivity, ",Unionism and Productivity in West Virginia Coal Mining,"Boal, William M.",Ohio State University,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01019.v1,1996-01-03,2015-04-09T04:27:12Z,2015-04-09T04:27:12Z,2015-04-09T04:27:12Z,,,Gauss Programs and Datasets,"Bresnahan, Timothy F.",Unknown,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01020.v1,1996-01-03,2015-04-09T03:40:50Z,2015-04-09T03:40:50Z,2015-04-09T03:40:50Z,"United States, ","labor contracts, labor strikes, labor unions, labor (work), wages and salaries, ",United States Labor Contract Data,"Cramton, Peter C.",Yale University,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01021.v1,1996-01-03,2015-04-09T04:15:32Z,2015-04-09T04:15:32Z,2015-04-09T04:15:32Z,,"stock markets, stock prices, ",What Moves Stock Prices?,"Cutler, David",Massachusetts Institute of Technology,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
ICPSR01023.v1,1996-01-03,2015-04-09T03:20:11Z,2015-04-09T03:20:11Z,2015-04-09T03:20:11Z,"United States, ","labor unions, union representation, workers, ",Trends in Worker Demand for Union Representation Data,"Farber, Henry S.",Massachusetts Institute of Technology,These data and/or computer programs are part of ICPSR's   Publication-Related Archive and are distributed exactly as they arrived   from the data depositor. ICPSR has not checked or processed this   material. Users should consult the INVESTIGATOR(S) if further  information is desired.
